iteration,nodes_num,tau1,tau2,mu,min_community,max_community,generation,best_history,avg_history,nmi_score
1,100,2.0,3.5,0.05,10,20,101,0.7948969271685249,0.7727378291650538,1.0
1,100,2.0,3.5,0.05,10,20,102,0.7948969271685249,0.7804605189226984,1.0
1,100,2.0,3.5,0.05,10,20,103,0.7948969271685249,0.7863282098665235,1.0
1,100,2.0,3.5,0.05,10,20,104,0.8078793592128757,0.7896968372685387,1.0
1,100,2.0,3.5,0.05,10,20,105,0.8078793592128757,0.7948006904818389,1.0
1,100,2.0,3.5,0.05,10,20,106,0.8078793592128757,0.7960816092097541,1.0
1,100,2.0,3.5,0.05,10,20,107,0.8078793592128757,0.7991811297431606,1.0
1,100,2.0,3.5,0.05,10,20,108,0.8078793592128757,0.8034653323177965,1.0
1,100,2.0,3.5,0.05,10,20,109,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,110,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,111,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,112,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,113,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,114,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,115,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,116,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,117,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,118,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,119,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,120,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,121,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,122,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,123,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,124,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,125,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,126,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,127,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,128,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,129,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,130,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,131,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,132,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,133,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,134,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,135,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,136,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,137,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,138,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,139,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,140,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,141,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,142,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,143,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,144,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,145,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,146,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,147,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,148,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,149,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,150,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,151,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,152,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,153,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,154,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,155,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,156,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,157,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,158,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,159,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,160,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,161,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,162,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,163,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,164,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,165,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,166,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,167,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,168,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,169,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,170,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,171,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,172,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,173,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,174,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,175,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,176,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,177,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,178,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,179,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,180,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,181,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,182,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,183,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,184,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,185,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,186,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,187,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,188,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,189,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,190,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,191,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,192,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,193,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,194,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,195,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,196,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,197,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,198,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,199,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,200,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,201,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,202,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,203,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,204,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,205,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,206,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,207,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,208,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,209,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,210,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,211,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,212,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,213,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,214,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,215,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,216,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,217,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,218,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,219,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,220,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,221,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,222,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,223,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,224,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,225,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,226,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,227,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,228,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,229,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,230,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,231,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,232,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,233,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,234,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,235,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,236,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,237,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,238,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,239,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,240,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,241,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,242,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,243,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,244,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,245,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,246,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,247,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,248,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,249,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,250,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,251,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,252,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,253,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,254,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,255,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,256,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,257,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,258,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,259,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,260,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,261,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,262,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,263,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,264,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,265,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,266,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,267,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,268,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,269,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,270,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,271,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,272,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,273,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,274,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,275,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,276,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,277,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,278,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,279,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,280,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,281,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,282,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,283,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,284,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,285,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,286,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,287,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,288,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,289,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,290,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,291,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,292,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,293,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,294,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,295,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,296,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,297,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,298,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,299,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,300,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,301,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,302,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,303,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,304,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,305,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,306,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,307,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,308,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,309,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,310,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,311,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,312,0.8078793592128757,0.8078793592128757,1.0
1,100,2.0,3.5,0.05,10,20,313,0.8078793592128757,0.8078793592128757,1.0
